user_id,restaurant_id,age,gender,meal_category,review
U957,R957,55,Female,Indian Curry,The meal was satisfying
U958,R958,48,Female,Chinese,I loved the combination of flavors; it was a delightful surprise.
U959,R959,17,Male,Snacks,The food was decent
U960,R960,47,Male,Dessert,I enjoyed the freshness of the ingredients; it made a difference.
U961,R961,47,Female,Street Food,I was not a fan of the seasoning; it felt a bit off.
U962,R962,16,Female,Healthy,and every bite was a joy!
U963,R963,60,Male,Vegan,The consistency was a bit strange; not what I expected.
U964,R964,29,Male,Spicy,The texture was perfect
U965,R965,66,Female,Dessert,I found it to be too oily for my liking.
U966,R966,43,Female,Spicy,The overall experience was pleasant
U967,R967,60,Female,Chinese,The meal had great potential but ultimately fell short.
U968,R968,35,Male,Seafood,The overall experience was pleasant
U969,R969,46,Male,Seafood,The ingredients felt fresh
U970,R970,66,Male,Spicy,The portion size was generous
U971,R971,20,Male,Cheesy,though not memorable.
U972,R972,50,Male,Vegan,though not memorable.
U973,R973,32,Female,Dessert,The meal had great potential but ultimately fell short.
U974,R974,26,Male,Seafood,I enjoyed the freshness of the ingredients; it made a difference.
U975,R975,61,Male,Healthy,The aroma was inviting
U976,R976,55,Male,Spicy,but the food was just average.
U977,R977,56,Female,Dessert,but I think it could use a bit more spice.
U978,R978,70,Female,Spicy,The meal was satisfying
U979,R979,12,Male,Dessert,I was surprised by how bland the dish turned out to be.
U980,R980,15,Male,Vegan,but I wouldn't order it again.
U981,R981,65,Female,Vegan,I appreciated the effort put into the dish
U982,R982,34,Male,Chinese,but it missed the mark.
U983,R983,36,Female,Seafood,though not memorable.
U984,R984,31,Male,Healthy,but it missed the mark.
U985,R985,36,Male,Spicy,but I feel there are better options available.
U986,R986,42,Female,Chinese,I appreciated the effort put into the dish
U987,R987,65,Male,Healthy,The service was excellent
U988,R988,55,Female,Snacks,and the taste did not disappoint.
U989,R989,45,Female,Seafood,The dish was average; I expected more based on the hype.
U990,R990,10,Male,Dessert,though not memorable.
U991,R991,58,Female,Cheesy,The meal was packed with flavor; I can't wait to have it again!
U992,R992,37,Male,Vegan,making it a memorable dish.
U993,R993,26,Female,Chinese,Absolutely loved the spices used; it was a delightful experience!
U994,R994,31,Female,Healthy,The consistency was a bit strange; not what I expected.
U995,R995,58,Male,Chinese,Overall
U996,R996,18,Male,Chinese,I found it to be too oily for my liking.
U997,R997,42,Male,Vegan,It was quite disappointing; I expected a lot more flavor.
U998,R998,37,Male,Street Food,The dish was well-prepared and the flavors were spot on!
U999,R999,20,Male,Vegan,I was surprised by how bland the dish turned out to be.
U1000,R1000,21,Male,Healthy,I was surprised by how bland the dish turned out to be.
